Customer ID,Top_Feature,SHAP_Value,Influence
4695-VADHF,Contract,0.9113714,Positive (促使流失)
3863-IUBJR,Contract,0.5526208,Positive (促使流失)
8436-BJUMM,Contract,-1.766584,Negative (抑制流失)
9948-YPTDG,Contract,0.541882,Positive (促使流失)
4883-QICIH,Contract,-1.5159111,Negative (抑制流失)
8329-IBCTI,Contract,-1.4816947,Negative (抑制流失)
5669-SRAIP,Contract,-0.62806976,Negative (抑制流失)
5981-ITEMU,Number of Referrals,-1.669275,Negative (抑制流失)
6941-PMGEP,Contract,0.7658523,Positive (促使流失)
1624-WOIWJ,Contract,0.8262664,Positive (促使流失)
2074-GKOWZ,Contract,-0.6677975,Negative (抑制流失)
0376-YMCJC,Number of Referrals,0.76471776,Positive (促使流失)
0634-SZPQA,Contract,0.57763594,Positive (促使流失)
5536-RTPWK,Contract,0.6678685,Positive (促使流失)
6166-ILMNY,Number of Referrals,0.7341118,Positive (促使流失)
3097-NNSPB,Contract,-0.6191256,Negative (抑制流失)
0655-RBDUG,Contract,-1.4843127,Negative (抑制流失)
4361-BKAXE,Contract,-0.7086059,Negative (抑制流失)
9878-TNQGW,Contract,-0.703289,Negative (抑制流失)
4607-CHPCA,Number of Referrals,-1.2697123,Negative (抑制流失)
8824-RWFXJ,Contract,0.6176511,Positive (促使流失)
9763-PDTKK,Contract,-0.7638807,Negative (抑制流失)
7627-JKIAZ,Number of Referrals,-1.7742996,Negative (抑制流失)
4081-DYXAV,Number of Referrals,-0.7246246,Negative (抑制流失)
0927-LCSMG,Contract,0.8831392,Positive (促使流失)
8257-RZAHR,Number of Referrals,0.91743934,Positive (促使流失)
0841-NULXI,Contract,-1.5040158,Negative (抑制流失)
7851-WZEKY,Number of Referrals,-0.6845524,Negative (抑制流失)
8844-TONUD,Number of Referrals,0.7130885,Positive (促使流失)
5868-CZJDR,Contract,-0.70044255,Negative (抑制流失)
0135-NMXAP,Contract,0.7012904,Positive (促使流失)
6270-OMFIW,Number of Referrals,-1.5465708,Negative (抑制流失)
0107-WESLM,Contract,-0.6790169,Negative (抑制流失)
3992-YWPKO,Contract,-0.64736956,Negative (抑制流失)
0125-LZQXK,Contract,-2.028017,Negative (抑制流失)
5673-FSSMF,Contract,0.4953945,Positive (促使流失)
1579-KLYDT,Contract,0.7902045,Positive (促使流失)
3927-NLNRY,Contract,-1.3855956,Negative (抑制流失)
6358-LYNGM,Number of Referrals,-0.85150975,Negative (抑制流失)
5494-HECPR,charge_per_tenure,0.9161652,Positive (促使流失)
9824-BEMCV,Contract,0.6798914,Positive (促使流失)
1373-ORVIZ,Contract,0.87537485,Positive (促使流失)
9866-QEVEE,Contract,-1.4737741,Negative (抑制流失)
9897-KXHCM,Number of Referrals,-0.72985005,Negative (抑制流失)
7979-CORPM,Contract,-0.5682172,Negative (抑制流失)
1618-CFHME,Contract,-1.2506558,Negative (抑制流失)
3165-HDOEW,Contract,0.71255803,Positive (促使流失)
6581-NQCBA,Age,0.87827814,Positive (促使流失)
1689-MRZQR,Contract,0.80169094,Positive (促使流失)
5835-BEQEU,Contract,-1.5212191,Negative (抑制流失)
5552-ZNFSJ,Number of Referrals,0.6484438,Positive (促使流失)
2223-KAGMX,Contract,0.5385974,Positive (促使流失)
7321-PKUYW,Contract,-0.57750887,Negative (抑制流失)
2833-SLKDQ,Contract,0.5319424,Positive (促使流失)
7595-EUIVN,Contract,-1.668283,Negative (抑制流失)
2026-TGDHM,Contract,0.5482767,Positive (促使流失)
4030-VPZBD,Contract,-1.5542253,Negative (抑制流失)
2408-TZMJL,Number of Referrals,-1.4359345,Negative (抑制流失)
7993-PYKOF,Contract,0.6367512,Positive (促使流失)
5027-XWQHA,Number of Referrals,-1.552724,Negative (抑制流失)
4566-QVRRW,Number of Referrals,-0.71144634,Negative (抑制流失)
0201-OAMXR,Contract,0.7823607,Positive (促使流失)
7831-QGOXH,Number of Referrals,-2.6140769,Negative (抑制流失)
6393-WRYZE,Contract,-0.9674993,Negative (抑制流失)
6599-RCLCJ,Contract,0.5851871,Positive (促使流失)
9831-BPFRI,charge_per_tenure,0.69957227,Positive (促使流失)
1725-MIMXW,Contract,-1.3201904,Negative (抑制流失)
0031-PVLZI,Contract,-1.2504268,Negative (抑制流失)
4791-QRGMF,Contract,-0.7158071,Negative (抑制流失)
4671-LXRDQ,charge_per_tenure,-0.58925176,Negative (抑制流失)
1934-SJVJK,Number of Referrals,0.6874229,Positive (促使流失)
3838-OZURD,,,
9269-CQOOL,,,
2845-HSJCY,,,
1184-PJVDB,,,
9415-DPEWS,,,
7943-RQCHR,,,
3249-ZPQRG,,,
2568-BRGYX,,,
7721-JXEAW,,,
7249-WBIYX,,,
3164-AALRN,,,
3334-CTHOL,,,
4704-ERYFC,,,
0471-LVHGK,,,
9518-RWHZL,,,
6240-EURKS,,,
6960-HVYXR,,,
7861-UVUFT,,,
0680-DFNNY,,,
7767-UXAGJ,,,
1571-SAVHK,,,
9546-CQJSU,,,
2951-QOQTK,,,
3473-XIIIT,,,
7893-IXHRQ,,,
2952-QAYZF,,,
4763-PGDPO,,,
5394-SVGJV,,,
9283-LZQOH,,,
7079-QRCBC,,,
5469-CTCWN,,,
9851-QXEEQ,,,
5208-HFSBT,,,
2667-WYLWJ,,,
1092-GANHU,,,
7881-EVUAD,,,
5766-XQXMQ,,,
3703-VAVCL,,,
8519-QJGJD,,,
6326-MTTXK,,,
0330-IVZHA,,,
2886-KEFUM,,,
4237-RLAQD,,,
9651-GTSAQ,,,
3186-BAXNB,,,
0637-YLETY,,,
1157-BQCUW,,,
2003-CKLOR,,,
9254-RBFON,,,
1205-WNWPJ,,,
8387-MOJJT,,,
6032-KRXXO,,,
7459-RRWQZ,,,
3092-IGHWF,,,
6352-TWCAU,,,
2929-QNSRW,,,
1262-OPMFY,,,
1899-VXWXM,,,
3331-HQDTW,,,
5442-XSDCW,,,
3049-NDXFL,,,
7963-GQRMY,,,
1228-FZFRV,,,
2058-DCJBE,,,
5364-XYIRR,,,
4829-AUOAX,,,
9158-VCTQB,,,
6311-UEUME,,,
6839-ITVZJ,,,
0375-HVGXO,,,
8593-WHYHV,,,
6097-EQISJ,,,
4423-YLHDV,,,
0107-YHINA,,,
8640-SDGKB,,,
4116-TZAQJ,,,
3877-JRJIP,,,
7511-YMXVQ,,,
7551-JOHTI,,,
9804-ICWBG,,,
5318-IXUZF,,,
3198-VELRD,,,
9436-ZBZCT,,,
7198-GLXTC,,,
0516-VRYBW,,,
8380-PEFPE,,,
5687-DKDTV,,,
7530-HDYDS,,,
3096-IZETN,,,
5922-ABDVO,,,
9172-ANCRX,,,
6910-HADCM,,,
4816-LXZYW,,,
4911-BANWH,,,
8496-EJAUI,,,
6365-MTGZX,,,
1349-WXNGG,,,
6990-YNRIO,,,
0621-TWIEM,,,
2485-ITVKB,,,
3669-OYSJI,,,
1612-EOHDH,,,
7517-SAWMO,,,
4143-HHPMK,,,
7054-LGEQW,,,
0923-PNFUB,,,
3494-JCHRQ,,,
6474-FVJLC,,,
4547-LYTDD,,,
6770-XUAGN,,,
3143-ILDAL,,,
4720-VSTSI,,,
3946-MHCZW,,,
6651-AZVTJ,,,
4566-GOLUK,,,
2484-DGXPZ,,,
4587-NUKOX,,,
0420-BWTPW,,,
8183-ONMXC,,,
9614-RMGHA,,,
5054-IEXZT,,,
5834-ASPWA,,,
3948-XHGNA,,,
0565-IYCGT,,,
5445-UTODQ,,,
1024-VRZHF,,,
0348-SDKOL,,,
4373-MAVJG,,,
8901-HJXTF,,,
5419-KLXBN,,,
9828-AOQLM,,,
7615-ESMYF,,,
3858-VOBET,,,
1447-PJGGA,,,
8565-CLBZW,,,
9139-WQQDY,,,
0224-HJAPT,,,
8086-OVPWV,,,
9430-FRQOC,,,
3074-GQWYX,,,
6845-RGTYS,,,
8861-HGGKB,,,
7065-YUNRY,,,
7694-VLBWQ,,,
6481-OGDOO,,,
3753-TSEMP,,,
8305-VHZBZ,,,
9172-JITSM,,,
6298-QDFNH,,,
6173-ITPWD,,,
9734-UYXQI,,,
2189-UXTKY,,,
4958-GZWIY,,,
6356-ELRKD,,,
8624-GIOUT,,,
3177-LASXD,,,
4897-QSUYC,,,
1084-UQCHV,,,
2955-BJZHG,,,
3806-DXQOM,,,
9300-RENDD,,,
0761-AETCS,,,
2153-MREFK,,,
3106-ULWFW,,,
0925-VYDLG,,,
4349-GFQHK,,,
7802-EFKNY,,,
8035-BUYVG,,,
9787-XVQIU,,,
8945-MUQUF,,,
3023-GFLBR,,,
0524-IAVZO,,,
2737-YNGYW,,,
5159-YFPKQ,,,
7927-AUXBZ,,,
7619-ODSGN,,,
2514-GINMM,,,
2659-VXMWZ,,,
4285-GYRQC,,,
8337-MSSXB,,,
8182-BJDSI,,,
2482-CZGBB,,,
0866-QLSIR,,,
7181-BQYBV,,,
6204-IEUXJ,,,
4529-CKBCL,,,
2506-CLAKW,,,
1583-IHQZE,,,
0151-ONTOV,,,
0320-JDNQG,,,
7180-PISOG,,,
3571-RFHAR,,,
9578-VRMNM,,,
6140-QNRQQ,,,
4307-KTUMW,,,
7470-MCQTK,,,
7488-MXJIV,,,
2027-FECZV,,,
2672-DZUOY,,,
3870-MQAMG,,,
4800-CZMPC,,,
7377-DMMRI,,,
8949-JTMAY,,,
3211-ILJTT,,,
5103-MHMHY,,,
0235-KGSLC,,,
2884-GBPFB,,,
5136-KCKGI,,,
3722-WPXTK,,,
2929-ERCFZ,,,
7548-SEPYI,,,
8835-VSDSE,,,
1623-NLDOT,,,
5236-PERKL,,,
7854-FOKSF,,,
2519-FAKOD,,,
7089-IVVAZ,,,
9492-TOKRI,,,
3325-FUYCG,,,
8481-YYXWG,,,
2609-IAICY,,,
1740-CSDJP,,,
2636-OHFMN,,,
1323-OOEPC,,,
9921-ZVRHG,,,
4701-MLJPN,,,
9206-GVPEQ,,,
1596-BBVTG,,,
8433-WXGNA,,,
3707-GNWHM,,,
5766-ZJYBB,,,
8931-GJJIQ,,,
4277-PVRAN,,,
0203-HHYIJ,,,
0952-KMEEH,,,
8178-EYZUO,,,
3230-WYKIR,,,
0407-BDJKB,,,
9600-UDOPK,,,
4074-SJFFA,,,
4910-GMJOT,,,
4323-SADQS,,,
4446-BZKHU,,,
5202-IVJNU,,,
5976-JCJRH,,,
0137-OCGAB,,,
3351-NQLDI,,,
7593-JNWRU,,,
4588-YBNIB,,,
5028-GZLDO,,,
6877-TJMBR,,,
6769-DCQLI,,,
2433-KMEAS,,,
2195-ZRVAX,,,
3550-SAHFP,,,
2011-TRQYE,,,
4873-ILOLJ,,,
2725-KXXWT,,,
9565-DJPIB,,,
8348-HFYIV,,,
6849-WLEYG,,,
4659-NZRUF,,,
8429-XIBUM,,,
2608-BHKFN,,,
7341-LXCAF,,,
9462-MJUAW,,,
8128-YVJRG,,,
1569-TTNYJ,,,
4749-VFKVB,,,
7598-UAASY,,,
7938-OUHIO,,,
0431-APWVY,,,
3426-NIYYL,,,
3387-VATUS,,,
1143-NMNQJ,,,
0415-MOSGF,,,
2495-INZWQ,,,
4139-SUGLD,,,
6857-VWJDT,,,
5624-BQSSA,,,
5577-OTWWW,,,
6100-QQHEB,,,
2691-NZETQ,,,
4404-HIBDJ,,,
7295-JOMMD,,,
5013-SBUIH,,,
6023-YEBUP,,,
7209-JCUDS,,,
6158-DWPZT,,,
3763-GCZHZ,,,
0772-GYEQQ,,,
4831-EOBFE,,,
9170-GYZJC,,,
2002-MZHWP,,,
2004-OCQXK,,,
5027-QPKTE,,,
2672-HUYVI,,,
7508-MYBOG,,,
0148-DCDOS,,,
9992-RRAMN,,,
0310-MVLET,,,
5696-QURRL,,,
0495-RVCBF,,,
7854-EDSSA,,,
8869-TORSS,,,
2115-BFTIW,,,
0611-DFXKO,,,
7780-OTDSO,,,
9747-DDZOS,,,
0564-JJHGS,,,
3348-CFRNX,,,
1428-GTBJJ,,,
2249-YPRNG,,,
7410-YTJIK,,,
4626-GYCZP,,,
5590-BYNII,,,
3237-AJGEH,,,
1591-NFNLQ,,,
0596-BQCEQ,,,
1481-ZUWZA,,,
2309-OSFEU,,,
7613-LLQFO,,,
2640-PMGFL,,,
3801-HMYNL,,,
4484-CGXFK,,,
6214-EDAKZ,,,
6127-ISGTU,,,
8740-XLHDR,,,
1208-DNHLN,,,
1761-AEZZR,,,
7120-RFMVS,,,
7317-GGVPB,,,
1322-AGOQM,,,
5692-FPTAH,,,
1550-LOAHA,,,
0268-QKIWO,,,
0876-WDUUZ,,,
0617-FHSGK,,,
2858-MOFSQ,,,
7005-CCBKV,,,
4250-FDVOU,,,
2141-RRYGO,,,
6376-GAHQE,,,
5052-PNLOS,,,
6979-ZNSFF,,,
2386-LAHRK,,,
6032-IGALN,,,
0516-WJVXC,,,
8809-RIHDD,,,
4822-NGOCH,,,
1432-FPAXX,,,
3884-HCSWG,,,
5077-DXTCG,,,
1142-WACZW,,,
4892-VLANZ,,,
2919-HBCJO,,,
4236-XPXAV,,,
3030-YZADT,,,
7410-KTVFV,,,
8393-DLHGA,,,
2834-SPCJV,,,
0587-DMGBH,,,
3523-QRQLL,,,
0895-DQHEW,,,
8149-RSOUN,,,
7250-EQKIY,,,
4013-UBXWQ,,,
5519-NPHVG,,,
8849-GYOKR,,,
3148-BLQJT,,,
0461-CVKMU,,,
8806-EAGWC,,,
4183-WCSEP,,,
5498-TXHLF,,,
9722-UJOJR,,,
6772-KSATR,,,
7112-OPOTK,,,
4210-QFJMF,,,
5828-AVIPD,,,
1086-LXKFY,,,
7774-OJSXI,,,
7786-WBJYI,,,
5016-ETTFF,,,
3866-MDTUB,,,
0697-ZMSWS,,,
7593-XFKDI,,,
0337-CNPZE,,,
1513-XNPPH,,,
6347-DCUIK,,,
0897-FEGMU,,,
7663-RGWBC,,,
1120-BMWUB,,,
9124-LHCJQ,,,
2235-ZGKPT,,,
3891-PUQOD,,,
0689-NKYLF,,,
3658-KIBGF,,,
5519-YLDGW,,,
4946-EDSEW,,,
8185-UPYBR,,,
4585-HETAI,,,
7526-BEZQB,,,
4951-UKAAQ,,,
2108-YKQTY,,,
4918-QLLIW,,,
1625-JAIIY,,,
2947-DOMLJ,,,
4112-LUEIZ,,,
4510-HIMLV,,,
2430-USGXP,,,
5955-ERIHD,,,
5949-EBSQK,,,
7274-RTAPZ,,,
0311-UNPFF,,,
3834-XUIFC,,,
7599-FKVXZ,,,
8229-TNIQA,,,
6221-AVQYL,,,
7743-EXURX,,,
5569-KGJHX,,,
7730-IUTDZ,,,
0426-TIRNE,,,
7587-RZNME,,,
0748-RDGGM,,,
3746-EUBYR,,,
2332-EFBJY,,,
9474-PHLYD,,,
2165-VOEGB,,,
2219-MVUSO,,,
8914-RBTSB,,,
0963-ZBDRN,,,
7594-RQHXR,,,
6331-EWIEB,,,
5998-VVEJY,,,
4317-VTEOA,,,
1670-SVOWZ,,,
7541-YLXCL,,,
0260-ZDLGK,,,
8722-NGNBH,,,
0133-BMFZO,,,
6128-CZOMY,,,
9540-JYROE,,,
3656-TKRVZ,,,
1501-SGHBW,,,
3208-YPIOE,,,
2612-RANWT,,,
2933-FILNV,,,
9986-BONCE,,,
4083-EUGRJ,,,
6410-LEFEN,,,
3194-ORPIK,,,
8816-VXNZD,,,
9378-FXTIZ,,,
1723-HKXJQ,,,
7825-GKXMW,,,
1240-KNSEZ,,,
0836-SEYLU,,,
3716-BDVDB,,,
5899-MQZZL,,,
6849-OYAMU,,,
6038-GCYEC,,,
1150-WFARN,,,
3144-AUDBS,,,
5616-PRTNT,,,
6688-UZPWD,,,
2839-RFSQE,,,
0968-GSIKN,,,
1965-DDBWU,,,
9057-SIHCH,,,
6771-XWBDM,,,
8601-QACRS,,,
2391-SOORI,,,
2645-QTLMB,,,
4806-HIPDW,,,
8443-ZRDBZ,,,
9136-ALYBR,,,
7479-NITWS,,,
2959-MJHIC,,,
5960-WPXQM,,,
0684-AOSIH,,,
8260-NGFNY,,,
1725-IQNIY,,,
6598-RFFVI,,,
8614-VGMMV,,,
2930-UOTMB,,,
2533-QVMSK,,,
8625-AZYZY,,,
9306-CPCBC,,,
2656-TABEH,,,
2325-ZUSFD,,,
3932-CMDTD,,,
3594-UVONA,,,
0004-TLHLJ,,,
5089-IFSDP,,,
4817-VYYWS,,,
1396-QWFBJ,,,
5299-SJCZT,,,
2898-LSJGD,,,
7359-PTSXY,,,
4503-BDXBD,,,
6086-ESGRL,,,
3886-CERTZ,,,
5759-RCVCB,,,
6372-RFVNS,,,
8938-UMKPI,,,
0991-BRRFB,,,
6319-IEJWJ,,,
9025-AOMKI,,,
5275-SQEIZ,,,
7716-YTYHG,,,
4390-KYULV,,,
8945-GRKHX,,,
6959-UWKHF,,,
3815-SLMEF,,,
5154-VEKBL,,,
4587-VVTOX,,,
4652-NNHNY,,,
8515-OCTJS,,,
5261-QSHQM,,,
8868-WOZGU,,,
1334-FJSVR,,,
7625-XCQRH,,,
1731-TVIUK,,,
0618-XWMSS,,,
2565-JSLRY,,,
6689-KXGBO,,,
6615-NGGZJ,,,
4255-DDUOU,,,
2984-MIIZL,,,
5590-YRFJT,,,
3677-TNKIO,,,
3329-WDIOK,,,
2873-ZLIWT,,,
3415-TAILE,,,
1915-IOFGU,,,
3045-XETSH,,,
7239-HZZCX,,,
7683-CBDKJ,,,
0628-CNQRM,,,
7665-TOALD,,,
0112-QWPNC,,,
2777-PHDEI,,,
1196-AMORA,,,
4282-YMKNA,,,
5356-RHIPP,,,
0746-JTRFU,,,
4628-CTTLA,,,
2876-VBBBL,,,
6834-NXDCA,,,
5597-GLBUC,,,
2748-MYRVK,,,
4822-YCXMX,,,
9821-POOTN,,,
6559-ILWKJ,,,
4229-CZMLL,,,
3663-MITLP,,,
9025-ZRPVR,,,
3285-UCQVC,,,
3737-GCSPV,,,
4088-YLDSU,,,
5797-APWZC,,,
3683-QKIUE,,,
4228-ZGYUW,,,
3519-ZKXGG,,,
6416-TVAIH,,,
5108-ADXWO,,,
3066-RRJIO,,,
6715-OFDBP,,,
1567-DSCIC,,,
2150-UWTFY,,,
2683-BPJSO,,,
2157-MXBJS,,,
1087-UDSIH,,,
5445-PZWGX,,,
9170-CCKOU,,,
1043-YCUTE,,,
3814-MLAXC,,,
1226-UDFZR,,,
5442-UTCVD,,,
7734-DBOAI,,,
2114-MGINA,,,
4489-SNOJF,,,
2187-LZGPL,,,
9019-QVLZD,,,
3707-LRWZD,,,
1455-ESIQH,,,
2979-SXESE,,,
4013-TLDHQ,,,
6121-VZNQB,,,
6996-KNSML,,,
2592-SEIFQ,,,
8642-GVWRF,,,
3400-ESFUW,,,
2057-ZBLPD,,,
5502-RLUYV,,,
9039-RBEEE,,,
8417-FMLZI,,,
0515-YPMCW,,,
0378-XSZPU,,,
4729-XKASR,,,
5449-FIBXJ,,,
9837-BMCLM,,,
0137-UDEUO,,,
4925-LMHOK,,,
1455-UGQVH,,,
8280-MQRQN,,,
2037-SGXHH,,,
3178-FESZO,,,
6087-MVHJH,,,
4603-JANFB,,,
3018-TFTSU,,,
4806-KEXQR,,,
7083-YNSKY,,,
7434-SHXLS,,,
7908-QCBCA,,,
6711-FLDFB,,,
4702-IOQDC,,,
6178-KFNHS,,,
1264-BYWMS,,,
9658-WYUFB,,,
2013-SGDXK,,,
3506-LCJDC,,,
3934-HXCFZ,,,
7666-WKRON,,,
4910-AQFFX,,,
2154-KVJFF,,,
9647-ERGBE,,,
3428-XZMAZ,,,
0378-TOVMS,,,
4355-HBJHH,,,
0318-QUUOB,,,
5520-FVEWJ,,,
5572-ZDXHY,,,
3750-CKVKH,,,
4547-KQRTM,,,
4877-EVATK,,,
7639-SUPCW,,,
4658-HCOHW,,,
3440-JPSCL,,,
2889-FPWRM,,,
4290-BSXUX,,,
0325-XBFAC,,,
2462-XIIJB,,,
4760-XOHVN,,,
7817-BOQPW,,,
1853-UDXBW,,,
5458-CQJTA,,,
5219-YIPTK,,,
3540-RZJYU,,,
2091-MJTFX,,,
0883-EIBTI,,,
7571-YXDAD,,,
3393-FMZPV,,,
7486-KSRVI,,,
8443-WVPSS,,,
3006-XIMLN,,,
6305-YLBMM,,,
3647-GMGDH,,,
6595-COKXZ,,,
0362-ZBZWJ,,,
4211-MMAZN,,,
4274-OWWYO,,,
1541-ETJZO,,,
4106-HADHQ,,,
2369-UAPKZ,,,
0637-KVDLV,,,
6633-MPWBS,,,
8785-EPNCG,,,
5729-KLZAR,,,
1582-RAFML,,,
8740-CRYFY,,,
2962-XPMCQ,,,
1678-FYZOW,,,
8627-EHGIP,,,
5480-TBGPH,,,
8854-CCVSQ,,,
0511-JTEOY,,,
6532-YLWSI,,,
5175-AOBHI,,,
5174-RNGBH,,,
7270-BDIOA,,,
9565-JSNFM,,,
0607-DAAHE,,,
9732-KPKBW,,,
9560-ARGQJ,,,
5134-IKDAY,,,
5380-AFSSK,,,
8714-EUHJO,,,
3721-CNEYS,,,
2568-OIADY,,,
1193-RTSLK,,,
5923-GXUOC,,,
4432-ADRLB,,,
8993-PHFWD,,,
1565-RHDJD,,,
3765-JXVKY,,,
7330-WZLNC,,,
6635-MYYYZ,,,
5378-IKEEG,,,
6413-XKKPU,,,
1449-XQEMT,,,
2626-URJFX,,,
2612-RRIDN,,,
4735-ASGMA,,,
3669-LVWZB,,,
6892-EZDTG,,,
9725-SCPZG,,,
5884-GCYMI,,,
7853-GVUDZ,,,
3943-KDREE,,,
9239-ZBZZV,,,
4398-HSCJH,,,
4430-UZIPO,,,
4855-SNKMY,,,
8008-HAWED,,,
1502-XFCVR,,,
9692-TUSXH,,,
7912-SYRQT,,,
8292-TYSPY,,,
1867-BDVFH,,,
2359-QWQUL,,,
9103-TCIHJ,,,
4140-WJAWW,,,
6653-CBBOM,,,
6101-IMRMM,,,
8943-URTMR,,,
2955-PSXOE,,,
7762-URZQH,,,
6907-NZZIJ,,,
2911-UREFD,,,
3744-ZRRDZ,,,
5673-TIYIB,,,
1602-IJQQE,,,
4628-WQCQQ,,,
1644-IRKSF,,,
3705-PSNGL,,,
2606-RMDHZ,,,
6861-OKBCE,,,
9940-RHLFB,,,
1383-EZRWL,,,
4759-TRPLW,,,
8563-IIOXK,,,
2982-VPSGI,,,
8199-ZLLSA,,,
4625-EWPTF,,,
5980-NOPLP,,,
9874-QLCLH,,,
6000-APYLU,,,
0947-IDHRQ,,,
9048-JVYVF,,,
1902-XBTFB,,,
2794-XIMMO,,,
8382-SHQEH,,,
2983-ZANRP,,,
7845-URHJN,,,
3034-ZBEQN,,,
0302-JOIVN,,,
5366-IJEQJ,,,
1981-INRFU,,,
4971-PUYQO,,,
1527-SXDPN,,,
8634-CILSZ,,,
6682-QJDGB,,,
8780-IXSTS,,,
9530-EHPOH,,,
0345-HKJVM,,,
3049-SOLAY,,,
3235-ETOOB,,,
8058-INTPH,,,
8821-XNHVZ,,,
2082-OJVTK,,,
5940-NFXKV,,,
8053-WWDRO,,,
9564-KCLHR,,,
2082-CEFLT,,,
1213-NGCUN,,,
5688-KZTSN,,,
2894-QOJRX,,,
3143-JQEGI,,,
6386-SZZKH,,,
3521-SYVOR,,,
9526-JAWYF,,,
5649-VUKMC,,,
4919-IKATY,,,
9050-QLROH,,,
0877-SDMBN,,,
8065-YKXKD,,,
9637-EIHEQ,,,
9689-PTNPG,,,
9465-RWMXL,,,
2362-IBOOY,,,
0843-WTBXE,,,
5515-IDEJJ,,,
5376-DEQCP,,,
9095-HFAFX,,,
2379-ENZGV,,,
2722-VOJQL,,,
5228-EXCET,,,
7394-FKDNK,,,
6331-LWDTQ,,,
1597-FZREH,,,
0727-IWKVK,,,
3512-IZIKN,,,
6141-OOXUQ,,,
7503-ZGUZJ,,,
8718-PTMEZ,,,
2207-OBZNX,,,
6142-VSJQO,,,
6437-UKHMV,,,
1114-CENIM,,,
6289-CPNLD,,,
5536-SLHPM,,,
8837-VVWLQ,,,
2696-NARTR,,,
7614-QVWQL,,,
1809-DMJHQ,,,
6923-EFPNL,,,
9574-RKJIF,,,
2619-WFQWU,,,
0778-NELLA,,,
4614-NUVZD,,,
3803-KMQFW,,,
6804-GDMOI,,,
9572-MTILT,,,
9611-CTWIH,,,
0329-GTIAJ,,,
6629-CZTTH,,,
5364-EVNIB,,,
5087-SUURX,,,
4929-BSTRX,,,
2225-ZRGSG,,,
5271-YNWVR,,,
6330-JKLPC,,,
4667-OHGKG,,,
1660-HSOOQ,,,
7253-UVNDW,,,
7228-OMTPN,,,
2344-JMOGN,,,
3799-ISUZQ,,,
1794-HBQTJ,,,
4818-DRBQT,,,
1320-HTRDR,,,
1493-AMTIE,,,
6424-ELEYH,,,
4391-RESHN,,,
6821-BUXUX,,,
9801-GDWGV,,,
2320-JRSDE,,,
0601-WZHJF,,,
5143-WMWOG,,,
5393-RXQSZ,,,
0231-LXVAP,,,
9444-JTXHZ,,,
5510-BOIUJ,,,
4471-KXAUH,,,
7638-QVMVY,,,
3244-DCJWY,,,
7812-FZHPE,,,
4797-AXPXK,,,
5229-PRWKT,,,
5057-LCOUI,,,
0156-FVPTA,,,
1984-FCOWB,,,
0654-HMSHN,,,
5196-SGOAK,,,
6108-OQZDQ,,,
0363-QJVFX,,,
9840-DVNDC,,,
8042-JVNFH,,,
3374-LXDEV,,,
5049-GLYVG,,,
5883-GTGVD,,,
4817-QRJSX,,,
9985-MWVIX,,,
2237-ZFSMY,,,
6711-VTNRE,,,
4548-SDBKE,,,
8066-POXGX,,,
4143-OOBWZ,,,
7854-EKTJL,,,
9102-IAYHT,,,
3422-LYEPQ,,,
4361-JEIVL,,,
9507-EXLTT,,,
9846-GKXAS,,,
6017-PPLPX,,,
4581-SSPWD,,,
0378-NHQXU,,,
4512-ZUIYL,,,
7969-AULMZ,,,
0568-ONFPC,,,
0733-VUNUW,,,
4550-EVXNY,,,
2968-SSGAA,,,
6777-TGHTM,,,
3538-WZPHD,,,
8610-WFCJF,,,
4905-JEFDW,,,
7881-INRLC,,,
0117-LFRMW,,,
6172-FECYY,,,
4786-UKSNZ,,,
4192-GORJT,,,
7240-ETPTR,,,
2202-CUYXZ,,,
5995-OIGLP,,,
6261-RCVNS,,,
7951-QKZPL,,,
3640-PHQXK,,,
8019-ENHXU,,,
9033-EOXWV,,,
1522-VVDMG,,,
9185-TQCVP,,,
8063-RJYNF,,,
0687-ZVTHB,,,
9661-ACXBS,,,
3727-RJMEO,,,
5685-IIXLY,,,
4250-ZBWLV,,,
5095-AESKG,,,
1871-MOWRM,,,
2027-OAQQC,,,
1555-DJEQW,,,
0519-XUZJU,,,
6338-AVWCY,,,
9445-SZLCH,,,
7568-PODML,,,
5349-IECLD,,,
3945-GFWQL,,,
3797-VTIDR,,,
9526-BIHHD,,,
4523-WXCEF,,,
8364-TRMMK,,,
3063-QFSZL,,,
9249-FXSCK,,,
5493-SDRDQ,,,
0871-URUWO,,,
0870-VEMYL,,,
3982-XWFZQ,,,
4009-ALQFH,,,
3627-FCRDW,,,
7562-GSUHK,,,
4903-UYAVB,,,
6776-TLWOI,,,
4077-CROMM,,,
2868-MZAGQ,,,
4847-QNOKA,,,
6379-RXJRQ,,,
8650-RHRKE,,,
0475-RIJEP,,,
1260-TTRXI,,,
4789-KWMXN,,,
2867-UIMSS,,,
8111-RKSPX,,,
1585-MQSSU,,,
8559-CIZFV,,,
7547-EKNFS,,,
4439-JMPMT,,,
2575-GFSOE,,,
2842-JTCCU,,,
9681-OXGVC,,,
7153-OANIO,,,
6521-YYTYI,,,
8878-HMWBV,,,
3751-KTZEL,,,
0328-GRPMV,,,
4195-SMMNX,,,
6956-SMUCM,,,
3223-WZWJM,,,
9053-JZFKV,,,
2530-ENDWQ,,,
6615-ZGEDR,,,
9250-WYPLL,,,
2754-XBHTB,,,
7055-VKGDA,,,
0754-UKWQP,,,
