Customer ID,Persona,raw_cluster,Churn Value,Age,married_bin,senior_bin,Number of Dependents,Tenure in Months,Monthly Charge,is_fiber,is_mpm,protection_count,Number of Referrals,Satisfaction Score,CLTV
7766-CLTIC,P2: Solo Drifter,0,0,58,0,0,0,10,60.95,0,1,1,0,3,4323
5650-YLIBA,P2: Solo Drifter,0,0,60,0,0,0,31,81.15,1,1,1,0,3,3031
0825-CPPQH,P1: Family Anchor,3,0,26,1,0,0,71,19.1,0,0,0,2,4,4241
9084-OAYKL,P2: Solo Drifter,0,0,29,0,0,0,58,20.8,0,0,0,0,4,4758
6122-LJADA,P4: Connected Professional,2,0,31,1,0,1,70,90.15,0,0,4,7,3,5824
2400-XIWIO,P4: Connected Professional,2,0,30,1,0,0,71,90.1,0,0,4,2,3,5054
7569-NMZYQ,P4: Connected Professional,2,0,33,1,0,3,72,118.75,1,0,4,1,4,5475
5201-USSQZ,P4: Connected Professional,2,0,56,1,0,0,26,85.9,1,1,1,1,4,4038
2105-PHWON,P4: Connected Professional,2,0,41,1,0,0,33,95.0,1,1,2,1,3,4639
1494-EJZDW,P1: Family Anchor,3,0,51,1,0,3,10,20.15,0,0,0,1,5,2836
8003-EWNDZ,P2: Solo Drifter,0,0,52,0,0,0,10,21.2,0,1,0,0,4,2066
1897-RCFUM,P1: Family Anchor,3,0,31,1,0,2,39,24.2,0,0,0,1,3,3109
9256-JTBNZ,P2: Solo Drifter,0,0,40,0,0,0,11,20.3,0,1,0,0,3,4188
2211-RMNHO,P4: Connected Professional,2,0,36,1,0,2,68,85.3,0,0,3,1,4,4732
2432-TFSMK,P2: Solo Drifter,0,0,43,0,0,0,18,89.6,1,0,1,0,3,2269
4929-ROART,P2: Solo Drifter,0,0,47,0,0,0,18,56.25,0,1,1,0,4,2277
1834-ABKHQ,P1: Family Anchor,3,0,59,1,0,2,52,50.95,0,0,1,2,4,4298
1741-WTPON,P4: Connected Professional,2,0,42,1,0,3,56,115.85,1,0,4,8,3,4937
3932-IJWDZ,P2: Solo Drifter,0,0,51,0,0,0,45,103.65,1,1,2,0,5,2183
1240-HCBOH,P2: Solo Drifter,0,0,45,0,0,0,67,26.1,0,0,0,0,3,6466
3594-KADLU,P1: Family Anchor,3,0,33,1,0,0,3,35.1,0,1,2,3,3,3610
3796-ENZGF,P4: Connected Professional,2,0,52,1,0,0,63,67.25,0,0,2,2,4,6438
1734-ZMNTZ,P1: Family Anchor,3,0,50,1,0,2,11,25.0,0,0,0,1,4,5409
2853-CWQFQ,P2: Solo Drifter,0,0,20,0,0,1,1,59.55,0,1,1,0,3,5824
0813-TAXXS,P2: Solo Drifter,0,0,48,0,0,0,55,77.8,0,0,1,0,5,6483
2519-TWKFS,P1: Family Anchor,3,0,34,1,0,1,25,55.1,0,0,1,2,4,2499
0626-QXNGV,P1: Family Anchor,3,0,55,1,0,0,72,24.15,0,0,0,7,5,5613
6723-CEGQI,P1: Family Anchor,3,0,33,0,0,2,65,45.25,0,0,2,0,5,5712
4732-RRJZC,P1: Family Anchor,3,0,31,1,0,1,7,20.25,0,1,0,9,3,4954
9499-XPZXM,P4: Connected Professional,2,0,45,1,0,0,72,64.75,0,0,3,7,3,4675
4338-EYCER,P1: Family Anchor,3,0,57,1,0,0,21,54.6,0,1,0,4,3,5763
3007-FDPEA,P2: Solo Drifter,0,0,28,0,0,0,2,20.7,0,1,0,0,4,2107
8513-OLYGY,P4: Connected Professional,2,0,50,1,0,0,72,115.8,1,0,4,8,3,5130
0311-QYWSS,P2: Solo Drifter,0,0,63,0,0,0,6,49.45,0,1,1,0,3,3672
8705-DWKTI,P2: Solo Drifter,0,0,58,0,0,0,52,83.8,1,1,1,0,3,6339
3680-CTHUH,P4: Connected Professional,2,0,22,0,0,0,60,116.6,1,0,4,0,3,5680
1202-KKGFU,P4: Connected Professional,2,0,24,1,0,0,12,54.2,0,1,2,4,4,4474
6112-KTHFQ,P2: Solo Drifter,0,0,50,0,0,0,13,19.3,0,1,0,0,5,5917
1852-XEMDW,P2: Solo Drifter,0,0,20,0,0,0,22,65.05,0,1,3,0,4,4709
1820-DJFPH,P1: Family Anchor,3,0,59,1,0,3,72,24.05,0,0,0,4,4,4755
9426-SXNHE,P2: Solo Drifter,0,0,23,0,0,0,2,18.75,0,1,0,0,4,5355
9068-FHQHD,P1: Family Anchor,3,0,42,1,0,3,40,20.15,0,0,0,1,5,3556
1269-FOYWN,P1: Family Anchor,3,0,23,1,0,3,44,20.0,0,0,0,2,3,3743
9895-VFOXH,P2: Solo Drifter,0,0,19,0,0,0,1,24.4,0,1,0,0,5,5092
1230-QAJDW,P2: Solo Drifter,0,0,32,0,0,0,3,65.25,0,1,1,0,5,2562
5701-ZIKJE,P2: Solo Drifter,0,0,28,0,0,0,13,50.55,0,1,1,0,5,5530
5032-MIYKT,P2: Solo Drifter,0,0,19,0,0,0,1,70.7,1,1,0,0,3,4056
7396-VJUZB,P1: Family Anchor,3,0,33,1,0,2,4,45.25,0,1,0,8,5,2776
9717-QEBGU,P2: Solo Drifter,0,0,51,0,0,0,2,70.3,1,1,0,0,4,2980
5172-RKOCB,P4: Connected Professional,2,0,28,1,0,0,72,108.95,1,0,3,0,4,5758
6509-TSGWN,P1: Family Anchor,3,0,42,1,0,2,37,26.45,0,1,0,1,4,5359
3178-CIFOT,P2: Solo Drifter,0,0,34,0,0,0,23,19.65,0,0,0,0,3,5916
4530-NDRKU,P1: Family Anchor,3,0,31,1,0,3,42,19.05,0,0,0,4,4,5091
5985-TBABQ,P2: Solo Drifter,0,0,45,0,0,0,32,74.75,0,0,1,0,4,2830
9800-ONTFE,P1: Family Anchor,3,0,59,1,0,3,22,75.8,1,1,0,3,5,4479
6743-HHQPF,P1: Family Anchor,3,0,26,1,0,0,42,25.1,0,1,0,5,3,4959
8455-HIRAQ,P2: Solo Drifter,0,0,56,0,0,0,8,44.45,0,1,0,0,3,4909
6616-AALSR,P4: Connected Professional,2,0,23,1,0,1,65,104.3,1,0,2,5,3,4997
9415-ZNBSX,P4: Connected Professional,2,0,30,1,0,1,70,89.0,0,0,4,3,3,5650
4018-KJYUY,P1: Family Anchor,3,0,43,0,0,2,22,20.15,0,1,0,0,5,2722
3884-UEBXB,P1: Family Anchor,3,0,58,1,0,1,67,36.15,0,0,2,5,3,6314
8780-RSYYU,P2: Solo Drifter,0,0,42,0,0,0,25,19.2,0,1,0,0,4,2159
5537-UXXVS,P2: Solo Drifter,0,0,49,1,0,0,20,19.25,0,1,0,0,3,4137
1791-PQHBB,P2: Solo Drifter,0,0,28,0,0,2,2,61.2,0,1,1,0,4,5056
8701-DGLVH,P2: Solo Drifter,0,0,36,0,0,0,51,20.45,0,0,0,0,4,6097
8741-LQOBK,P1: Family Anchor,3,0,27,1,0,2,46,35.05,0,1,2,9,3,4829
8082-GHXOP,P2: Solo Drifter,0,0,20,0,0,1,13,44.0,0,1,0,0,3,5611
0980-FEXWF,P1: Family Anchor,3,0,32,1,0,1,26,50.35,0,0,1,4,5,3386
3011-WQKSZ,P1: Family Anchor,3,0,41,0,0,3,19,20.0,0,1,0,0,3,5188
8218-FFJDS,P4: Connected Professional,2,0,21,1,0,0,72,86.4,0,0,3,6,3,6114
9360-OMDZZ,P2: Solo Drifter,0,0,60,0,0,0,24,94.1,1,1,0,0,3,3192
0345-XMMUG,P4: Connected Professional,2,0,29,1,0,0,46,108.9,1,0,3,6,5,5119
2832-SCUCO,P2: Solo Drifter,0,0,52,0,0,0,2,19.9,0,1,0,0,4,2822
7036-ZZKBD,P4: Connected Professional,2,0,56,1,0,0,31,66.4,0,1,2,7,4,3282
0265-PSUAE,P4: Connected Professional,2,0,57,1,0,3,16,100.7,1,1,2,10,4,3337
0463-TXOAK,P1: Family Anchor,3,0,26,0,0,1,52,25.6,0,0,0,0,3,5662
0594-UFTUL,P1: Family Anchor,3,0,35,1,0,3,13,19.85,0,1,0,1,4,2928
9509-MPYOD,P2: Solo Drifter,0,0,34,0,0,0,35,20.75,0,0,0,0,4,4261
9128-CPXKI,P4: Connected Professional,2,0,36,0,0,0,59,95.8,1,0,1,0,3,5470
0129-KPTWJ,P4: Connected Professional,2,0,39,1,0,0,72,94.65,1,1,1,9,3,5943
5855-EIBDE,P4: Connected Professional,2,0,35,1,0,0,49,106.65,1,0,4,10,4,5948
5365-LLFYV,P2: Solo Drifter,0,0,43,0,0,0,2,45.85,0,1,0,0,3,2245
1928-BXYIV,P2: Solo Drifter,0,0,47,0,0,0,1,61.15,0,1,2,0,4,4592
5760-FXFVO,P2: Solo Drifter,0,0,55,0,0,0,6,78.95,1,1,2,0,3,4093
0961-ZWLVI,P4: Connected Professional,2,0,35,0,0,3,49,109.2,1,0,3,0,3,6005
5181-OABFK,P1: Family Anchor,3,0,59,1,0,3,56,61.3,0,0,3,7,3,4173
7816-VGHTO,P1: Family Anchor,3,0,61,1,0,2,6,40.55,0,0,3,7,5,2866
5871-DGTXZ,P2: Solo Drifter,0,0,55,0,0,0,32,19.8,0,0,0,0,4,4636
7550-WIQVA,P4: Connected Professional,2,0,34,1,0,1,50,108.25,1,0,3,3,4,4972
7544-ZVIKX,P4: Connected Professional,2,0,33,1,0,2,58,105.05,1,0,2,2,5,5870
0016-QLJIS,P4: Connected Professional,2,0,43,1,0,1,65,90.45,0,0,4,3,3,5509
7508-DQAKK,P4: Connected Professional,2,0,21,0,0,0,64,86.4,0,0,4,0,3,6474
5176-OLSKT,P4: Connected Professional,2,0,49,1,0,0,66,66.9,0,0,3,5,4,5546
9356-AXGMP,P4: Connected Professional,2,0,59,1,0,0,38,110.7,1,0,3,9,3,5461
3556-BVQGL,P1: Family Anchor,3,0,21,1,0,0,20,20.0,0,0,0,2,5,3585
7581-EBBOU,P2: Solo Drifter,0,0,49,0,0,0,60,70.15,0,0,3,0,3,4260
5073-RZGBK,P4: Connected Professional,2,0,50,1,0,3,50,80.05,0,0,4,6,3,5823
2192-CKRLV,P4: Connected Professional,2,0,57,1,0,0,72,49.2,0,0,3,2,3,4700
3154-HMWUU,P1: Family Anchor,3,0,28,1,0,0,60,20.5,0,0,0,9,5,5848
6119-SPUDB,P2: Solo Drifter,0,0,40,0,0,0,46,38.25,0,0,3,0,3,2653
6522-OIQSX,P1: Family Anchor,3,0,60,1,0,3,69,54.95,0,0,2,4,4,4175
8748-HFWBO,P1: Family Anchor,3,0,49,1,0,3,19,19.9,0,0,0,2,5,5964
1052-QJIBV,P1: Family Anchor,3,0,28,1,0,2,71,19.9,0,0,0,1,3,6015
1319-YLZJG,P4: Connected Professional,2,0,62,1,0,0,12,84.6,1,1,3,9,4,2499
0723-FDLAY,P4: Connected Professional,2,0,54,0,0,0,44,85.25,0,0,3,0,5,2292
3050-RLLXC,P1: Family Anchor,3,0,51,1,0,2,56,81.25,0,0,4,10,4,5907
9298-WGMRW,P4: Connected Professional,2,0,26,1,0,0,72,115.5,1,0,4,4,3,4697
3088-LHEFH,P2: Solo Drifter,0,0,28,0,0,0,11,79.0,1,1,1,0,3,3885
8544-JNBOX,P2: Solo Drifter,0,0,31,0,0,0,72,20.8,0,0,0,0,5,4626
6681-ZSEXG,P1: Family Anchor,3,0,34,1,0,0,56,59.5,0,0,2,9,5,5477
6116-RFVHN,P4: Connected Professional,2,0,20,1,0,0,34,100.45,1,1,1,10,5,3744
8884-FEEWR,P2: Solo Drifter,0,0,22,0,0,0,35,20.6,0,0,0,0,4,2858
3125-RAHBV,P2: Solo Drifter,0,0,24,0,0,0,22,20.3,0,0,0,0,4,2768
0373-AIVNJ,P2: Solo Drifter,0,0,34,0,0,0,9,39.55,0,0,3,0,3,3755
1682-VCOIO,P2: Solo Drifter,0,0,56,0,0,0,23,20.45,0,0,0,0,5,3434
2072-ZVJJX,P1: Family Anchor,3,0,47,1,0,0,68,25.25,0,0,0,5,3,4571
8849-AYPTR,P4: Connected Professional,2,0,55,1,0,0,33,91.25,1,1,0,1,5,3296
9518-IMLHK,P2: Solo Drifter,0,0,48,0,0,0,31,72.45,0,1,4,0,4,3175
3646-ITDGM,P2: Solo Drifter,0,0,42,0,0,0,56,19.7,0,0,0,0,4,4831
3569-VLDHH,P4: Connected Professional,2,0,59,1,0,3,66,75.1,0,0,4,0,4,6123
8224-KDLKN,P1: Family Anchor,3,0,22,1,0,2,72,25.0,0,0,0,3,4,4275
4001-TSBTV,P4: Connected Professional,2,0,49,1,0,2,58,91.55,1,1,2,5,3,6423
8727-XDPUD,P2: Solo Drifter,0,0,51,0,0,0,37,35.8,0,0,0,0,3,5658
1043-UXOVO,P4: Connected Professional,2,0,25,0,0,0,71,113.15,1,0,4,0,3,4955
1064-FBXNK,P1: Family Anchor,3,0,55,1,0,1,1,19.85,0,0,0,5,3,2618
2878-DHMIN,P1: Family Anchor,3,0,63,1,0,2,35,19.9,0,0,0,7,3,2334
7762-ONLJY,P1: Family Anchor,3,0,62,1,0,3,6,19.7,0,0,0,5,3,4122
5795-BKOYE,P1: Family Anchor,3,0,47,1,0,1,69,59.1,0,0,3,5,4,5846
7402-PWYJJ,P4: Connected Professional,2,0,21,1,0,0,53,91.15,1,0,1,2,5,6439
0018-NYROU,P2: Solo Drifter,0,0,58,1,0,0,5,68.95,1,1,0,0,3,5536
7501-VTYLJ,P2: Solo Drifter,0,0,21,0,0,1,2,51.55,0,1,1,0,3,4057
7608-RGIRO,P1: Family Anchor,3,0,62,0,0,1,62,24.4,0,0,0,0,3,4889
0480-BIXDE,P4: Connected Professional,2,0,58,1,0,0,19,96.8,1,1,1,9,5,3249
5895-QSXOD,P2: Solo Drifter,0,0,42,0,0,0,9,70.05,1,1,0,0,3,3522
9814-AOUDH,P2: Solo Drifter,0,0,29,0,0,0,53,19.5,0,0,0,0,5,5625
6175-IRFIT,P2: Solo Drifter,0,0,32,0,0,0,5,78.75,1,1,0,0,5,2610
1622-HSHSF,P2: Solo Drifter,0,0,44,0,0,0,1,19.55,0,1,0,0,5,5607
6749-UTDVX,P4: Connected Professional,2,0,64,0,0,0,72,103.65,1,0,2,0,5,6088
5542-DHSXL,P2: Solo Drifter,0,0,36,1,0,0,4,54.7,0,1,2,2,4,3475
9102-OXKFY,P2: Solo Drifter,0,0,35,0,0,0,59,54.15,0,0,1,0,3,4293
7808-DVWEP,P1: Family Anchor,3,0,51,1,0,0,3,20.0,0,1,0,3,3,3985
2284-VFLKH,P4: Connected Professional,2,0,23,1,0,0,49,99.25,1,0,2,4,3,4995
0366-NQSHS,P2: Solo Drifter,0,0,42,0,0,0,2,19.35,0,1,0,0,3,5863
3807-BPOMJ,P4: Connected Professional,2,0,59,1,0,0,55,94.75,1,0,1,6,4,6021
3892-NXAZG,P4: Connected Professional,2,0,56,1,0,1,72,114.05,1,0,4,4,4,6254
4182-BGSIQ,P1: Family Anchor,3,0,46,1,0,1,10,19.8,0,1,0,6,3,3196
0988-AADSA,P4: Connected Professional,2,0,40,1,0,2,72,80.85,0,0,4,5,4,6317
9972-NKTFD,P2: Solo Drifter,0,0,55,0,0,0,28,54.65,0,1,2,0,5,3185
3717-LNXKW,P4: Connected Professional,2,0,36,1,0,0,38,91.7,1,1,1,3,3,3676
5734-EJKXG,P4: Connected Professional,2,0,25,0,0,0,61,118.6,1,0,4,0,3,5536
2207-RYYRL,P1: Family Anchor,3,0,34,1,0,1,52,24.55,0,0,0,6,3,5535
6729-FZWSY,P2: Solo Drifter,0,0,45,0,0,0,67,19.45,0,0,0,0,4,5343
9695-IDRZR,P4: Connected Professional,2,0,26,0,0,3,34,116.15,1,0,4,0,4,5104
8144-DGHXP,P4: Connected Professional,2,0,46,0,0,0,54,80.6,0,0,3,0,4,4231
7814-LEEVE,P1: Family Anchor,3,0,60,1,0,0,1,20.3,0,1,0,7,5,4215
8631-WUXGY,P4: Connected Professional,2,0,26,0,0,2,46,99.8,1,1,2,0,5,2405
5906-DVAPM,P4: Connected Professional,2,0,27,1,0,2,55,75.0,0,0,3,7,3,5011
6654-QGBZZ,P2: Solo Drifter,0,0,21,0,0,0,1,19.9,0,1,0,0,5,5057
5641-DMBFJ,P4: Connected Professional,2,0,29,1,0,0,58,84.3,0,0,3,1,4,5724
9200-NLNPD,P4: Connected Professional,2,0,20,1,0,0,56,54.05,0,0,2,10,4,6445
2664-XJZNO,P4: Connected Professional,2,0,43,1,0,3,72,104.9,1,0,3,5,4,5169
0921-OHLVP,P2: Solo Drifter,0,0,35,0,0,0,22,83.05,1,1,0,0,4,5357
8350-NYMVI,P2: Solo Drifter,0,0,35,0,0,0,39,41.1,0,1,3,0,3,3618
1600-DILPE,P2: Solo Drifter,0,0,47,0,0,0,12,45.0,0,1,0,0,3,4998
0536-ESJEP,P4: Connected Professional,2,0,48,1,0,0,54,74.55,0,0,2,8,4,4544
4654-GGUII,P2: Solo Drifter,0,0,28,0,0,0,18,40.2,0,0,3,0,4,4624
6478-HRRCZ,P4: Connected Professional,2,0,47,1,0,0,32,70.5,0,0,3,7,4,5870
8510-BBWMU,P2: Solo Drifter,0,0,40,0,0,0,41,19.75,0,0,0,0,3,5678
6857-TKDJV,P1: Family Anchor,3,0,60,1,0,2,67,24.65,0,0,0,6,5,4444
2360-RDGRO,P4: Connected Professional,2,0,48,1,0,0,65,104.25,1,1,2,4,3,5089
0584-BJQGZ,P2: Solo Drifter,0,0,19,0,0,0,25,78.35,0,1,4,0,4,4855
1360-XFJMR,P4: Connected Professional,2,0,50,1,0,0,67,109.7,1,0,3,6,4,4017
9058-MJLZC,P2: Solo Drifter,0,0,37,0,0,0,24,94.6,1,1,1,0,3,3667
0902-XKXPN,P1: Family Anchor,3,0,29,1,0,1,69,20.2,0,0,0,2,3,5463
5177-RVZNU,P1: Family Anchor,3,0,28,0,0,3,37,20.3,0,0,0,0,3,4186
0056-EPFBG,P1: Family Anchor,3,0,33,1,0,1,20,39.4,0,0,3,4,3,3899
8993-IZEUX,P2: Solo Drifter,0,0,54,0,0,0,7,69.15,1,1,0,0,3,4320
8190-ZTQFB,P2: Solo Drifter,0,0,50,0,0,0,41,51.35,0,0,1,0,5,5622
0931-MHTEM,P4: Connected Professional,2,0,36,0,0,0,54,100.05,1,0,2,0,4,4478
0440-UEDAI,P4: Connected Professional,2,0,59,0,0,0,53,94.45,1,0,3,0,4,5452
1337-BOZWO,P1: Family Anchor,3,0,25,1,0,2,18,46.4,0,0,2,2,5,4003
0868-VJRDR,P4: Connected Professional,2,0,61,1,0,0,64,104.05,1,0,3,1,4,4337
6344-SFJVH,P2: Solo Drifter,0,0,41,0,0,0,20,24.9,0,1,0,0,5,5942
3950-VPYJB,P1: Family Anchor,3,0,37,1,0,3,57,59.6,0,0,3,7,3,4778
7321-ZNSLA,P1: Family Anchor,3,0,58,1,0,3,13,40.55,0,0,3,0,3,2898
8727-JQFHV,P1: Family Anchor,3,0,60,1,0,2,57,20.75,0,0,0,8,3,4937
9475-NNDGC,P4: Connected Professional,2,0,50,1,0,0,71,113.15,1,0,3,8,3,4068
1355-KUSBG,P1: Family Anchor,3,0,56,1,0,2,7,48.8,0,1,0,1,4,4785
3688-FTHLT,P2: Solo Drifter,0,0,56,0,0,0,16,63.05,0,1,0,0,3,3214
0899-LIIBW,P4: Connected Professional,2,0,21,1,0,0,34,100.85,1,1,1,8,5,5891
1384-RCUXW,P2: Solo Drifter,0,0,58,0,0,0,16,80.55,1,1,1,0,4,5183
5825-XJOCM,P1: Family Anchor,3,0,39,0,0,3,48,64.4,0,0,3,0,4,2545
6848-YLDFR,P4: Connected Professional,2,0,54,1,0,2,58,75.2,0,0,2,9,4,4559
8125-QPFJD,P4: Connected Professional,2,0,36,1,0,0,72,84.9,0,0,3,7,4,4447
2320-YKQBO,P2: Solo Drifter,0,0,51,0,0,0,7,19.3,0,1,0,0,5,4764
4973-RLZVI,P2: Solo Drifter,0,0,52,0,0,0,30,74.65,0,0,4,0,3,5616
7869-ZYDST,P2: Solo Drifter,0,0,33,1,0,0,31,59.05,0,1,0,0,5,5841
1215-EXRMO,P1: Family Anchor,3,0,32,1,0,0,50,20.55,0,0,0,4,3,4745
2305-MRGLV,P4: Connected Professional,2,0,31,1,0,0,28,76.55,1,1,1,10,3,2085
8404-VIOMB,P4: Connected Professional,2,0,52,0,0,0,66,62.5,0,0,4,0,4,4165
2359-KLTEK,P4: Connected Professional,2,0,25,1,0,3,41,94.9,1,1,1,2,3,3539
2673-ZALNP,P2: Solo Drifter,0,0,29,0,0,0,7,19.9,0,0,0,0,3,2750
9184-GALIL,P1: Family Anchor,3,0,26,1,0,2,38,20.45,0,1,0,6,4,5587
4393-RYCRE,P4: Connected Professional,2,0,25,0,0,0,44,106.05,1,0,3,0,3,4588
9746-MDMBK,P4: Connected Professional,2,0,58,1,0,1,47,113.45,1,0,4,7,3,3729
3162-ZJZFU,P4: Connected Professional,2,0,25,1,0,2,53,92.55,1,1,2,5,3,4700
8404-GFGCZ,P1: Family Anchor,3,0,49,1,0,0,4,65.6,0,1,1,7,4,4552
3521-MNKLV,P2: Solo Drifter,0,0,25,0,0,0,24,49.7,0,1,1,0,5,5832
2533-TIBIX,P1: Family Anchor,3,0,59,1,0,2,15,30.2,0,1,1,8,4,5825
5092-STPKP,P2: Solo Drifter,0,0,45,0,0,0,24,56.35,0,1,2,0,4,5128
0114-PEGZZ,P2: Solo Drifter,0,0,39,0,0,0,33,107.55,1,1,2,0,3,4800
3359-DSRKA,P1: Family Anchor,3,0,48,1,0,3,58,19.85,0,0,0,9,4,6440
8639-NHQEI,P4: Connected Professional,2,0,26,1,0,3,72,95.9,1,0,2,9,3,4213
7161-DFHUF,P1: Family Anchor,3,0,55,1,0,0,71,23.85,0,0,0,4,5,6166
3720-DBRWL,P4: Connected Professional,2,0,20,1,0,0,51,83.85,0,0,4,5,3,5703
4994-OBRSZ,P4: Connected Professional,2,0,24,0,0,3,14,76.1,0,0,4,0,3,2045
0562-FGDCR,P1: Family Anchor,3,0,61,1,0,3,72,74.55,0,0,3,9,3,4703
2436-QBZFP,P1: Family Anchor,3,0,53,1,0,1,22,39.2,0,1,1,4,4,3288
3420-YJLQT,P2: Solo Drifter,0,0,45,0,0,0,2,79.55,1,1,1,0,4,5965
6040-CGACY,P2: Solo Drifter,0,0,48,0,0,0,15,19.6,0,1,0,0,5,3195
6582-PLFUU,P1: Family Anchor,3,0,40,1,0,1,51,19.55,0,0,0,1,4,5974
8242-PDSGJ,P4: Connected Professional,2,0,47,1,0,0,70,39.15,0,0,3,1,3,5840
0264-CNITK,P1: Family Anchor,3,0,45,1,0,2,71,20.1,0,0,0,1,3,5043
0089-IIQKO,P4: Connected Professional,2,0,35,1,0,3,39,99.95,1,1,1,1,3,4447
7839-NUIAA,P1: Family Anchor,3,0,27,1,0,1,61,59.8,0,1,2,1,3,5381
6075-QMNRR,P2: Solo Drifter,0,0,33,0,0,0,52,49.75,0,1,1,0,3,6334
5966-EMAZU,P4: Connected Professional,2,0,27,1,0,0,64,108.5,1,0,3,1,3,4576
0440-EKDCF,P4: Connected Professional,2,0,47,1,0,0,62,60.15,0,0,3,1,5,4404
4774-HHGGS,P1: Family Anchor,3,0,64,1,0,0,30,19.05,0,0,0,1,4,2347
8180-AKMJV,P2: Solo Drifter,0,0,27,0,0,0,1,44.55,0,1,0,0,5,5825
4298-OYIFC,P4: Connected Professional,2,0,59,1,0,0,15,103.45,1,1,2,1,5,5640
5566-SOEZD,P1: Family Anchor,3,0,47,1,0,3,27,80.65,1,0,2,1,3,5856
9842-EFSYY,P2: Solo Drifter,0,0,31,0,0,3,4,57.2,0,1,3,0,3,2421
2272-WUSPA,P4: Connected Professional,2,0,48,1,0,0,72,110.75,1,0,3,1,4,4848
0930-EHUZA,P2: Solo Drifter,0,0,33,0,0,0,36,76.35,0,0,4,0,5,4771
9975-SKRNR,P2: Solo Drifter,0,0,24,0,0,0,1,18.9,0,1,0,0,4,4480
4973-MGTON,P4: Connected Professional,2,0,33,1,0,0,71,84.4,0,0,4,0,5,5619
3682-YEUWS,P1: Family Anchor,3,0,27,1,0,1,10,24.4,0,1,0,4,5,4458
1223-UNPKS,P1: Family Anchor,3,0,55,1,0,1,20,20.05,0,0,0,4,4,4328
3446-QDSZF,P2: Solo Drifter,0,0,57,0,0,0,4,55.5,0,1,0,0,4,2328
7379-FNIUJ,P2: Solo Drifter,0,0,49,0,0,0,2,100.2,1,1,2,0,3,4855
1627-AFWVJ,P2: Solo Drifter,0,0,30,0,0,0,29,19.4,0,0,0,0,3,2265
4486-EFAEB,P2: Solo Drifter,0,0,56,0,0,0,13,20.4,0,1,0,0,5,2486
0060-FUALY,P4: Connected Professional,2,0,60,1,0,0,59,94.75,1,1,2,4,3,5238
6954-OOYZZ,P1: Family Anchor,3,0,41,1,0,0,18,44.35,0,1,0,10,3,2935
7088-FBAWU,P4: Connected Professional,2,0,22,1,0,2,17,74.55,0,1,2,8,3,4451
8313-AFGBW,P4: Connected Professional,2,0,55,1,0,0,47,73.6,0,0,2,10,4,4795
3097-IDVPU,P1: Family Anchor,3,0,51,1,0,2,19,50.1,0,1,0,10,5,5749
2303-PJYHN,P1: Family Anchor,3,0,27,1,0,0,2,19.85,0,1,0,8,5,4107
9795-VOWON,P2: Solo Drifter,0,0,23,0,0,0,7,24.35,0,0,0,0,4,4665
1237-WIYYZ,P2: Solo Drifter,0,0,49,0,0,0,18,19.55,0,1,0,0,4,2386
1987-AUELQ,P2: Solo Drifter,0,0,46,1,0,0,71,25.05,0,0,0,0,5,6334
4822-LPTYJ,P4: Connected Professional,2,0,38,1,0,0,72,103.75,1,0,2,8,4,4655
8165-CBKXO,P1: Family Anchor,3,0,35,1,0,3,66,56.75,0,0,2,4,3,5748
6527-PZFPV,P1: Family Anchor,3,0,19,1,0,2,24,20.8,0,0,0,6,5,4654
9593-CVZKR,P1: Family Anchor,3,0,20,1,0,2,56,24.45,0,0,0,2,3,5577
5236-XMZJY,P2: Solo Drifter,0,0,27,0,0,0,42,59.65,0,1,3,0,3,3048
4827-DPADN,P4: Connected Professional,2,0,28,1,0,3,72,83.3,0,0,3,3,3,4505
2694-CIUMO,P2: Solo Drifter,0,0,47,0,0,0,12,79.55,1,1,1,0,3,3445
5846-ABOBJ,P1: Family Anchor,3,0,24,1,0,0,71,24.45,0,0,0,2,3,4766
1439-LCGVL,P1: Family Anchor,3,0,42,1,0,0,26,19.2,0,0,0,10,3,3656
0909-SDHNU,P2: Solo Drifter,0,0,33,0,0,2,7,29.8,0,1,1,0,3,4236
4647-XXZAM,P1: Family Anchor,3,0,41,1,0,1,6,45.5,0,1,0,1,4,5450
7740-KKCXF,P1: Family Anchor,3,0,61,1,0,0,51,30.05,0,1,1,9,4,5045
5360-XGYAZ,P4: Connected Professional,2,0,32,1,0,1,72,65.65,0,0,4,1,3,4934
3557-HTYWR,P2: Solo Drifter,0,0,56,0,0,0,47,74.05,0,0,3,0,4,2831
1699-TLDLZ,P1: Family Anchor,3,0,44,1,0,2,16,19.7,0,0,0,10,3,5293
5600-PDUJF,P2: Solo Drifter,0,0,60,0,0,0,6,49.5,0,1,1,0,5,5552
0567-XRHCU,P4: Connected Professional,2,0,19,1,0,1,69,43.95,0,0,2,7,3,4479
2067-QYTCF,P4: Connected Professional,2,0,41,1,0,0,64,111.15,1,1,3,4,4,5455
7407-SUJIZ,P2: Solo Drifter,0,0,33,0,0,0,25,20.6,0,1,0,0,3,2305
9150-KPBJQ,P2: Solo Drifter,0,0,43,0,0,0,6,19.65,0,0,0,0,5,3945
0052-DCKON,P4: Connected Professional,2,0,28,1,0,0,66,115.8,1,0,4,9,3,5845
3654-ARMGP,P4: Connected Professional,2,0,60,0,0,0,61,88.65,0,0,3,0,4,4730
9367-TCUYN,P2: Solo Drifter,0,0,25,0,0,0,12,20.1,0,1,0,0,4,5179
